time,opt_s,opt_payoff,s_median,s_lerror,s_herror,Vbar,T,aleph,init_sens,n,init_soc_v,λ,strategies,mu_soc_v,t,seed
8,0.0,0.0,0.014829912162467151,0.014829912162467151,0.1546852333912981,0.876775926554278,1000,0.5,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.014621028101549118,0.014621028101549118,0.1559431187516889,0.8744758985790737,1000,0.5,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.011644601443181975,0.011644601443181975,0.16019296780035835,0.8723678602126222,1000,0.5,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.028066751810365054,0.028066751810365054,0.17774109078018746,0.8544833425815969,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.022203088844642054,0.022203088844642054,0.1517005331599907,0.8827445610644001,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.019318484117746546,0.019318484117746546,0.15633106722978551,0.8820287485767776,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.017962199191841638,0.017962199191841638,0.15497818547714243,0.8844763186796019,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.019917273356323636,0.019917273356323636,0.15304959894910397,0.8841239926826056,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.021947678902367748,0.021947678902367748,0.15086036851891632,0.8859881023981554,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.02323011553998739,0.02323011553998739,0.15106456823423983,0.8870894181225263,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.020710560421134824,0.020710560421134824,0.15273122773655473,0.8807913561826273,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.017908624392956932,0.017908624392956932,0.15267871222684593,0.8859827869276895,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.022715523846286514,0.022715523846286514,0.1502462522836963,0.8850657785431515,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.023258175683157065,0.023258175683157065,0.1513942937316533,0.8844796595960164,1000,0.55,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.03433436067248753,0.03433436067248753,0.16986878096836255,0.863426260573565,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.03158552340443262,0.03158552340443262,0.1459662667628296,0.8922913902302996,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.029485520425628263,0.029485520425628263,0.14679118126260796,0.8926782376286007,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.028050347903535472,0.028050347903535472,0.14814512687626283,0.8904880144178924,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.03103142213465082,0.03103142213465082,0.144678044475493,0.895801921148755,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.028044925237611592,0.028044925237611592,0.14608058225884965,0.8925596513212364,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.028799806449264026,0.028799806449264026,0.14681808610407115,0.8931238480860932,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.02727595773240883,0.02727595773240883,0.14968539525900282,0.8890720186311392,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.031610581743318,0.031610581743318,0.1435250646504394,0.8951413777872544,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.029555912751906943,0.029555912751906943,0.14607955969642453,0.8954255337046256,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.03118155045576356,0.03118155045576356,0.1467005333856212,0.8919673447126051,1000,0.6,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.04693957186303954,0.04693957186303954,0.1591588374004668,0.8724299484613636,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.038917471306766205,0.038917471306766205,0.14147108043409645,0.9033536908545884,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.041080110325292185,0.041080110325292185,0.14009811213515405,0.9036419973569754,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.039417632012431744,0.039417632012431744,0.14143533032756395,0.9011722654251635,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.03995859083371826,0.03995859083371826,0.13856288204546618,0.9050673269634942,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.04082991079056367,0.04082991079056367,0.1374965121394205,0.9033583300808078,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.037827808709867766,0.037827808709867766,0.1403219633418642,0.9023660528011419,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.03866558966398579,0.03866558966398579,0.1403582135332585,0.8985344773915211,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.037893013483255994,0.037893013483255994,0.1390147261207012,0.9066719739485191,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.03565738977286422,0.03565738977286422,0.1437460405112758,0.9009819407811872,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.03757274495842951,0.03757274495842951,0.14166122733479292,0.9002356377749019,1000,0.65,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.05720602459699646,0.05720602459699646,0.15286274376804215,0.887307699772519,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.04765625239635815,0.04765625239635815,0.13656763772355138,0.9112545193506704,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.051710926151268,0.051710926151268,0.1308685464598957,0.9147853620312549,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.04603996417112118,0.04603996417112118,0.13757491173472938,0.9088118591082153,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.04844613687907552,0.04844613687907552,0.13230797714050962,0.9138515145714867,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.05166257861582378,0.05166257861582378,0.13070794107004263,0.9161916951497336,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.051249322552660063,0.051249322552660063,0.1301589080671363,0.9163952304733644,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.0513046591157005,0.0513046591157005,0.13341529483598302,0.9140400752902306,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.05104982242144254,0.05104982242144254,0.13140732925296836,0.9162297660108946,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.04982222425009352,0.04982222425009352,0.13344348814525409,0.9129222876329758,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.04416221329771436,0.04416221329771436,0.13939550472364987,0.910709600763126,1000,0.7,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.06680736036538146,0.06680736036538146,0.14501285768041755,0.8972413631749215,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.06331229642654956,0.06331229642654956,0.12525849229613198,0.9254353648823709,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.0597737965171963,0.0597737965171963,0.12907736880610418,0.9216610142087002,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.06111024061757961,0.06111024061757961,0.12718046362338264,0.9202825481008524,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.0653303537010469,0.0653303537010469,0.11947624263460571,0.9298015290098004,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.0583710208976283,0.0583710208976283,0.12591434151087222,0.9211222763281054,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.057568545216174695,0.057568545216174695,0.1278403072679532,0.9218576204328064,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.0591136141623413,0.0591136141623413,0.1286194201740602,0.9204222336385787,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.061208944919064645,0.061208944919064645,0.12354444212249857,0.9259254460770928,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.06243775965978056,0.06243775965978056,0.1255610856628646,0.926177596297997,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.059074404063761944,0.059074404063761944,0.13070533591026723,0.9201350051800011,1000,0.75,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.079945176301524,0.079945176301524,0.1342884659899575,0.9121639931773937,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.07579298722284875,0.07579298722284875,0.11649959046106756,0.9344036472842341,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.07827221471069812,0.07827221471069812,0.1142439419519532,0.9340381927894429,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.07466430987324668,0.07466430987324668,0.11867213891119752,0.9340603885208602,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.07713328267406336,0.07713328267406336,0.11356929623736989,0.9371025786122779,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.07494441574577324,0.07494441574577324,0.11441418152627195,0.9345172844951773,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.07293742066833998,0.07293742066833998,0.11873040175217568,0.9320664155025399,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.0753209897639024,0.0753209897639024,0.11735230959811511,0.9314567203368118,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.07577790298046566,0.07577790298046566,0.11431409846095947,0.9367315653535181,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.07944645309153325,0.07944645309153325,0.11438113105143624,0.9367929002978073,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.07291793273389152,0.07291793273389152,0.11829993041588657,0.9328072700969577,1000,0.8,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.08886916143981555,0.08886916143981555,0.12819528316345255,0.9251110036648685,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.09685006823323915,0.09685006823323915,0.10123515551924529,0.9501529945439361,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.09696257099730014,0.09696257099730014,0.10055870851973102,0.9495679582580128,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.09311666624718692,0.09311666624718692,0.1039838626787917,0.9472897173913882,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.09627593123761904,0.09627593123761904,0.09920688768866218,0.9492374672888236,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.096527202369109,0.096527202369109,0.09876504068944944,0.9504993164488883,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.09194791117819329,0.09194791117819329,0.10470478607078543,0.9452383493680381,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.09205194762637048,0.09205194762637048,0.10586145280141201,0.9445221834747543,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.10104039097745107,0.10104039097745107,0.09450384985057211,0.9521183985769704,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.09296638097616751,0.09296638097616751,0.10519315069014,0.945704098888438,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.09559819713167228,0.09559819713167228,0.10244607619090693,0.9470821116339828,1000,0.85,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.11323561555905609,0.11323561555905609,0.1084180005766982,0.9433729828902067,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.12327872566869767,0.12327872566869767,0.08155942501997755,0.9603961597035572,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.12586880883610632,0.12586880883610632,0.07927420543282584,0.9620492160296736,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.11832506855829218,0.11832506855829218,0.08590699377283549,0.9606290941477323,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.13106559068415308,0.13106559068415308,0.07257597287089562,0.965301059988263,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.12731713367662406,0.12731713367662406,0.07580679559186237,0.9638936783065248,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.12669070444542518,0.12669070444542518,0.07596124135436189,0.9638106935680072,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.12095483134403598,0.12095483134403598,0.08330338174373841,0.9594700855988126,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.12536239975820396,0.12536239975820396,0.07873332899155111,0.9648002060702908,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.1313995800206599,0.1313995800206599,0.07493300200838979,0.9626255148899729,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.11859748424249905,0.11859748424249905,0.08851561411905404,0.9585759245685002,1000,0.9,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.1501436315684836,0.1501436315684836,0.07823060385095754,0.9654161220069921,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
1,0.0,0.0,0.17156132928227943,0.17156132928227943,0.04190910751100971,0.9852964921547325,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
2,0.0,0.0,0.16404332445721015,0.16404332445721015,0.05145067526647759,0.9790627997510845,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
3,0.0,0.0,0.16564207635338218,0.16564207635338218,0.04913926078417141,0.9804434303905935,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
4,0.0,0.0,0.16460055751761504,0.16460055751761504,0.048328324663996725,0.9814114190854637,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
5,0.0,0.0,0.17033426837242258,0.17033426837242258,0.042292214715003995,0.9836974904958654,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
6,0.0,0.0,0.16727300971289827,0.16727300971289827,0.046378310367513775,0.981970372509347,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
7,0.0,0.0,0.16712178423449514,0.16712178423449514,0.04716570757729524,0.9817099026648475,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
8,0.0,0.0,0.16541189060157818,0.16541189060157818,0.04675481111291996,0.9832283302779894,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
9,0.0,0.0,0.1652280641706148,0.1652280641706148,0.049317984237950224,0.9800480464287782,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
10,0.0,0.0,0.16697148234328105,0.16697148234328105,0.04745797727119222,0.982224769344832,1000,0.95,0.1,25,0.2,1.5,UB,0.0,25,1
0,0.0,0.0,0.043792649856093616,0.043792649856093616,0.1871361614393155,0.5592823202987202,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.020410753840681833,0.020410753840681833,0.15654988025611424,0.5886166368514049,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.020156198648400722,0.020156198648400722,0.15698844651521543,0.5900353287584418,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.018750962356963732,0.018750962356963732,0.15718496489410905,0.5866670733470769,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.015301128760055523,0.015301128760055523,0.1586308639134,0.5950448504841066,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.016376360395113487,0.016376360395113487,0.1560918446150027,0.593959944981503,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.015870835489578072,0.015870835489578072,0.15875639782326065,0.5963696425171956,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.01992811415667088,0.01992811415667088,0.15582205095692275,0.5832819628933305,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.016251089023861617,0.016251089023861617,0.1567481568020594,0.5937401107639463,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.01729301578343254,0.01729301578343254,0.15733289459523023,0.5878412187616184,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.015288231722160456,0.015288231722160456,0.15991330729747705,0.596362955268322,1000,0.05,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.05090032311415746,0.05090032311415746,0.18002848818125167,0.5694999617814379,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.02198985475914865,0.02198985475914865,0.15668374574773186,0.5945712627673305,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.021479401983286427,0.021479401983286427,0.15554408035371742,0.5939392691979334,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0195398582868149,0.0195398582868149,0.15435709017967822,0.5957007297298914,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.018137964684615447,0.018137964684615447,0.15564788413265354,0.5957746316557053,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.018507817706825865,0.018507817706825865,0.1539470714773697,0.5956720189989981,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.019445369957177924,0.019445369957177924,0.15369015312455248,0.5935717832295552,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.022361748893660712,0.022361748893660712,0.15543696007257815,0.5950651693588617,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.019199379356795512,0.019199379356795512,0.15401473161324875,0.5961676898485844,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.020515129637775437,0.020515129637775437,0.15481555283261436,0.5916808457029366,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.02001298820424096,0.02001298820424096,0.15603122451681528,0.6003386276054181,1000,0.1,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.05500684650913826,0.05500684650913826,0.17592525454948288,0.5759429257577942,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.01217001167343971,0.01217001167343971,0.1648712425670396,0.6421716382900878,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.005912919381026588,0.005912919381026588,0.16980200975224705,0.6440607178919373,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.009612741348402166,0.009612741348402166,0.16786608369218423,0.639566233067516,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.17276631482701588,0.6635356347103659,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.007003167947369986,0.007003167947369986,0.16758181243125328,0.6555354534972475,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.0021380697016661334,0.0021380697016661334,0.17172100695525785,0.6628053604090718,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.006099695620180222,0.006099695620180222,0.16920980199402838,0.6491821279382567,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.004563373491369805,0.004563373491369805,0.16962261895661077,0.6547111081924318,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.005392654720039816,0.005392654720039816,0.17028710899821342,0.6487776830001276,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.0048852996492084015,0.0048852996492084015,0.1698488805027213,0.6486626899036554,1000,0.15,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.020489664177461328,0.020489664177461328,0.2104426376598031,0.6327373606093942,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.0,0.0,0.15695693309541348,0.8056720521481568,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.0,0.0,0.15811542561001163,0.8014831223686208,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0,0.0,0.16031424520266388,0.80208219634895,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.15543438773575033,0.8097562780215023,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.0,0.0,0.15778901114470287,0.808155245211507,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.0,0.0,0.15801309294710425,0.8018565641191474,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.0,0.0,0.1586265696102337,0.802702677668179,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.0,0.0,0.1568331981252924,0.8055629217144247,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.0,0.0,0.15851157386200626,0.8049706780565123,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.0,0.0,0.15860313488958958,0.8020839169274404,1000,0.2,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.0,0.0,0.2035814309975482,0.7730420446487636,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.0,0.0,0.16151690080719788,0.8105733097551051,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.0,0.0,0.16508269736656664,0.8059871909077859,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0,0.0,0.16370725754246704,0.8108661152766103,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.16236369447362062,0.8116639835569911,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.0,0.0,0.16247457374872346,0.8093623387045651,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.0,0.0,0.1628201513776172,0.8084439604141087,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.0,0.0,0.16398449467344592,0.8056374973178085,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.0,0.0,0.16245393934067706,0.8121112859025535,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.0,0.0,0.16218870243883568,0.810530163179952,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.0,0.0,0.1636499866012751,0.807475443177492,1000,0.25,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.0,0.0,0.21293649796093658,0.7795872927512929,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.0,0.0,0.16753021285209083,0.831085254485305,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.0,0.0,0.16721927599569322,0.8299017259323328,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0,0.0,0.1669808789393291,0.8339089107634322,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.16515917323471066,0.8369417876806896,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.0,0.0,0.16546828110771122,0.8356614114577942,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.0,0.0,0.16628134644325254,0.8302871475408908,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.0,0.0,0.1676620187071626,0.8284018043880049,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.0,0.0,0.1643978096606803,0.8394594212329081,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.0,0.0,0.16661788668411034,0.8345894031347185,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.0,0.0,0.1661550776697552,0.8315151814209094,1000,0.3,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.0018854702909799573,0.0018854702909799573,0.21173648631510789,0.7924566325542451,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.0,0.0,0.15470150915832642,0.8528019911119423,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.0,0.0,0.15521012546540391,0.8540149961457453,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0,0.0,0.15671648723289078,0.8518609105439648,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.15369789841424059,0.8524170570924038,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
5,0.0,0.0,0.0,0.0,0.15418337135339322,0.8525514372617854,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
6,0.0,0.0,0.0,0.0,0.15627625552037266,0.8508260627407221,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
7,0.0,0.0,0.0,0.0,0.15590586789334723,0.8495854618895762,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
8,0.0,0.0,0.0,0.0,0.1526650668001846,0.858355105480065,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
9,0.0,0.0,0.0,0.0,0.1565612247232128,0.8545770070394795,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
10,0.0,0.0,0.0,0.0,0.1562726327509855,0.8496590843768131,1000,0.35,0.1,25,0.25,1.5,UB,0.0,25,1
0,0.0,0.0,0.004506104052762592,0.004506104052762592,0.1999545937077158,0.8197700373242467,1000,0.4,0.1,25,0.25,1.5,UB,0.0,25,1
1,0.0,0.0,0.0,0.0,0.16000979979796784,0.8620729453068212,1000,0.4,0.1,25,0.25,1.5,UB,0.0,25,1
2,0.0,0.0,0.0,0.0,0.1609442584760571,0.8636662352245156,1000,0.4,0.1,25,0.25,1.5,UB,0.0,25,1
3,0.0,0.0,0.0006944358701033125,0.0006944358701033125,0.1608827349966584,0.8673577521404943,1000,0.4,0.1,25,0.25,1.5,UB,0.0,25,1
4,0.0,0.0,0.0,0.0,0.15937674114128367,0.8650695680303676,1000,0.4,0.1,25,0.25,1.5,UB,0.0,25,1
