time,Vbar,soc_h_median,soc_h_lerror,soc_h_herror,soc_v_median,soc_v_lerror,soc_v_herror,sens_median,sens_lerror,sens_herror,freq_ub,freq_pb,s_mean,s_median,s_lerror,s_herror,s_ltail,s_htail,s_end_mean,s_end_median,s_end_lerror,s_end_herror,s_young_mean,s_young_median,s_young_lerror,s_young_herror,s_child_mean,s_child_median,s_child_lerror,s_child_herror,sbar,mean_increment,concentration,concentration_lerror,concentration_herror,T,aleph,strategies,seed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.55,UB&PB,45069
2500,0.9534076751826545,0.08385713890155305,0.03735994546711107,0.14547811810151096,0.07877015303971074,0.038765393304619394,0.13194764463757438,0.7495592205376168,0.6599425355853737,0.842208884590539,0.9745394456289974,0.02546055437100209,0.29199498233116905,0.2781392268892726,0.0866740857753178,0.4502797352924128,0.0015830307736920365,0.6955774162517776,0.35723771049485237,0.34620448761313327,0.14216628153704539,0.5453513174336977,0.37828314873438595,0.3815508440713602,0.3093177869248713,0.4492591629669023,0.41956234451124136,0.4310173696157065,0.3260032118057008,0.5238436841963159,0.2876609143592256,0.7756236686456869,624.1365870794926,554.4980246129157,717.9393508269736,500,0.55,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.6,UB&PB,45069
2500,0.9667139251817496,0.07931276189526237,0.035022940787980655,0.14620710142200014,0.05419828273288958,0.024104788777579347,0.09468819075623103,0.7975251783278613,0.7036550824748492,0.8842572443925902,0.969128642501778,0.030871357498223152,0.31255017218033376,0.30036512708415375,0.10365115283383654,0.47896851341690233,0.0019501208130458007,0.7265390953629727,0.37535036148028517,0.36414232886040815,0.1586843292405071,0.5729388589940116,0.399537917095725,0.40278585468127337,0.33077863786583594,0.47106282652703685,0.41973019381620047,0.4308614792472716,0.32630816587505396,0.5248761477769611,0.3236598223575907,0.7985083035089423,600.4424671780279,544.811449559616,677.1176217284391,500,0.6,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.65,UB&PB,45069
2500,0.9800627951972555,0.08508948221547495,0.04099714833908361,0.14913132871264406,0.04773463582288535,0.020322644909209382,0.08512206532508877,0.8110406563732534,0.7281056960168912,0.8872793523627736,0.9668862828713575,0.033113717128642424,0.32450427665976656,0.31349774946382136,0.1177408405491582,0.49356203928969816,0.002655751307831803,0.7380156232862605,0.38576402496112944,0.3741412833365456,0.17178459389981082,0.5864765717375982,0.4090149172119648,0.4121947863764721,0.34172912925415866,0.4790935719215039,0.41958605752096506,0.4307706286969391,0.3281123737652437,0.5221918357823115,0.33254024831354523,0.7888303654576035,594.0805869369377,544.2066534191771,663.771373840222,500,0.65,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.7,UB&PB,45069
2500,0.9942280498627755,0.07978444461012457,0.03742645380394069,0.13574000022487634,0.04124538629023375,0.01679569850743994,0.07447304470773888,0.8321200542280301,0.74062573408981,0.9088414447310852,0.963350390902631,0.036649609097370334,0.33835715182976733,0.32635830370685814,0.13089546938101937,0.5137008176214589,0.003396877597695627,0.7567016562019745,0.3965184090567448,0.38364429571279585,0.1817374444077268,0.6033310326474906,0.4174232430664311,0.4208757197106636,0.34740929294883427,0.49032223737497194,0.41875423844897824,0.4307991421325376,0.3214186052124545,0.5282827055060054,0.3476915814930539,0.8417462936136149,583.2102845289054,540.714569998777,643.5405127213439,500,0.7,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.75,UB&PB,45069
2500,1.0055140144727335,0.0954990658314441,0.04574566266915554,0.15984945186018745,0.036011143186705834,0.013912821135775561,0.06680897266045452,0.7084424229603922,0.607991317388812,0.8093403794883086,0.9572523098791764,0.04274769012082448,0.3597189699653828,0.3499981629366085,0.1637965753013556,0.5361030838645443,0.006771466225805281,0.7665614640442026,0.4136232214343419,0.4005458131740294,0.20653735366107542,0.6207483429767233,0.42949203202130537,0.43269563120298,0.36510480136040024,0.49693836765075355,0.41892629413437915,0.428992740805384,0.33263694089099966,0.5146663299376619,0.3309866718076487,0.7734098507445465,579.8146833560862,540.1709505404639,633.0440536423149,500,0.75,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.8,UB&PB,45069
2500,1.0259071074848727,0.08073813753781459,0.03741872620733653,0.13797757069944414,0.03193443731692671,0.011841866518710725,0.06034983078135482,0.7967340087466307,0.7095429042542869,0.8712690367501547,0.958950248756218,0.0410497512437811,0.3694389256913121,0.3565989033522556,0.16792419146718698,0.5545805171871077,0.00785802172690128,0.7853847261300925,0.41978221383517633,0.40565482318680285,0.20682001916188944,0.6339563924893873,0.43320400343972115,0.43779452247361983,0.3633740153842547,0.5072784205435287,0.4191974393874371,0.431242216806563,0.3227541193179056,0.5276948615651564,0.3564846184052671,0.8436341530572368,570.8582746106333,537.2570279263862,618.2915340773048,500,0.8,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,0.85,UB&PB,45069
