time,Vbar,T,aleph,init_sens,n,λ,init_soc_h,t,seed
0,0.46200666079381353,1000,0.95,0.0,25,3.0,0.2,2,1
0,0.7528554726348021,1000,0.65,0.1,25,3.0,0.2,2,1
0,0.764951016651326,1000,0.8,0.1,25,3.0,0.2,2,1
0,0.8047067160255991,1000,0.95,0.1,25,3.0,0.2,2,1
0,0.5346163600962562,1000,0.65,0.0,5,6.0,0.2,2,1
0,0.5715908129074813,1000,0.8,0.0,5,6.0,0.2,2,1
0,0.6681500616183726,1000,0.95,0.0,5,6.0,0.2,2,1
0,0.7514446012450746,1000,0.65,0.1,5,6.0,0.2,2,1
0,0.7828896428081061,1000,0.8,0.1,5,6.0,0.2,2,1
0,0.834689567315248,1000,0.95,0.1,5,6.0,0.2,2,1
0,0.5474370489797944,1000,0.65,0.0,10,6.0,0.2,2,1
0,0.5806140354474417,1000,0.8,0.0,10,6.0,0.2,2,1
0,0.6902050022518538,1000,0.95,0.0,10,6.0,0.2,2,1
0,0.8687037518669757,1000,0.65,0.1,10,6.0,0.2,2,1
0,0.9040372149446207,1000,0.8,0.1,10,6.0,0.2,2,1
0,0.9630071608373048,1000,0.95,0.1,10,6.0,0.2,2,1
0,0.5615797548617183,1000,0.65,0.0,25,6.0,0.2,2,1
0,0.599855058635289,1000,0.8,0.0,25,6.0,0.2,2,1
0,0.705168326475139,1000,0.95,0.0,25,6.0,0.2,2,1
0,0.969047894016215,1000,0.65,0.1,25,6.0,0.2,2,1
0,1.006445266272371,1000,0.8,0.1,25,6.0,0.2,2,1
0,1.057840874318594,1000,0.95,0.1,25,6.0,0.2,2,1
0,0.5974165533590202,1000,0.65,0.0,5,1.5,0.25,2,1
0,0.6208591606869991,1000,0.8,0.0,5,1.5,0.25,2,1
0,0.6380205176518354,1000,0.95,0.0,5,1.5,0.25,2,1
0,0.5999617415094548,1000,0.65,0.1,5,1.5,0.25,2,1
0,0.6241104433551327,1000,0.8,0.1,5,1.5,0.25,2,1
0,0.6389137301460022,1000,0.95,0.1,5,1.5,0.25,2,1
0,0.6251969861980254,1000,0.65,0.0,10,1.5,0.25,2,1
0,0.6455853705362875,1000,0.8,0.0,10,1.5,0.25,2,1
0,0.6556423638723037,1000,0.95,0.0,10,1.5,0.25,2,1
0,0.6317737052496298,1000,0.65,0.1,10,1.5,0.25,2,1
0,0.6517621490002714,1000,0.8,0.1,10,1.5,0.25,2,1
0,0.6609954320134391,1000,0.95,0.1,10,1.5,0.25,2,1
0,0.6239223688657365,1000,0.65,0.0,25,1.5,0.25,2,1
0,0.64347590020944,1000,0.8,0.0,25,1.5,0.25,2,1
0,0.6492433347818019,1000,0.95,0.0,25,1.5,0.25,2,1
0,0.6563117578418366,1000,0.65,0.1,25,1.5,0.25,2,1
0,0.6711628730723764,1000,0.8,0.1,25,1.5,0.25,2,1
0,0.6869983289255247,1000,0.95,0.1,25,1.5,0.25,2,1
0,0.4697879987509222,1000,0.65,0.0,5,3.0,0.25,2,1
0,0.47607279931698926,1000,0.8,0.0,5,3.0,0.25,2,1
0,0.48682032538082537,1000,0.95,0.0,5,3.0,0.25,2,1
0,0.5864142314435896,1000,0.65,0.1,5,3.0,0.25,2,1
0,0.6009697174745654,1000,0.8,0.1,5,3.0,0.25,2,1
0,0.6257872535041397,1000,0.95,0.1,5,3.0,0.25,2,1
0,0.4757586300530765,1000,0.65,0.0,10,3.0,0.25,2,1
0,0.4784590236976072,1000,0.8,0.0,10,3.0,0.25,2,1
0,0.48539407657161854,1000,0.95,0.0,10,3.0,0.25,2,1
0,0.6666305412716325,1000,0.65,0.1,10,3.0,0.25,2,1
0,0.6860981796153585,1000,0.8,0.1,10,3.0,0.25,2,1
0,0.7196428262850052,1000,0.95,0.1,10,3.0,0.25,2,1
0,0.4679849193719211,1000,0.65,0.0,25,3.0,0.25,2,1
0,0.46950143650239723,1000,0.8,0.0,25,3.0,0.25,2,1
0,0.4731778972854944,1000,0.95,0.0,25,3.0,0.25,2,1
0,0.7698807836494495,1000,0.65,0.1,25,3.0,0.25,2,1
0,0.7886909415555895,1000,0.8,0.1,25,3.0,0.25,2,1
0,0.835986802384982,1000,0.95,0.1,25,3.0,0.25,2,1
0,0.5986031796090502,1000,0.65,0.0,5,6.0,0.25,2,1
0,0.6261224135082114,1000,0.8,0.0,5,6.0,0.25,2,1
0,0.7468708811233279,1000,0.95,0.0,5,6.0,0.25,2,1
0,0.7861954775042493,1000,0.65,0.1,5,6.0,0.25,2,1
0,0.8155021530760371,1000,0.8,0.1,5,6.0,0.25,2,1
0,0.8764261948012402,1000,0.95,0.1,5,6.0,0.25,2,1
0,0.6091537670264736,1000,0.65,0.0,10,6.0,0.25,2,1
0,0.6401905286889356,1000,0.8,0.0,10,6.0,0.25,2,1
0,0.7745633092579592,1000,0.95,0.0,10,6.0,0.25,2,1
0,0.8907468647970066,1000,0.65,0.1,10,6.0,0.25,2,1
0,0.9311826639203802,1000,0.8,0.1,10,6.0,0.25,2,1
0,0.9917325360225461,1000,0.95,0.1,10,6.0,0.25,2,1
0,0.6235282165307992,1000,0.65,0.0,25,6.0,0.25,2,1
0,0.6661255845885825,1000,0.8,0.0,25,6.0,0.25,2,1
0,0.8033293205805746,1000,0.95,0.0,25,6.0,0.25,2,1
0,0.9904457836468256,1000,0.65,0.1,25,6.0,0.25,2,1
0,1.0227761796483712,1000,0.8,0.1,25,6.0,0.25,2,1
0,1.0783615806894038,1000,0.95,0.1,25,6.0,0.25,2,1
0,0.5710917215403862,1000,0.65,0.0,5,1.5,0.3,2,1
0,0.6039099595304316,1000,0.8,0.0,5,1.5,0.3,2,1
0,0.6314590056022454,1000,0.95,0.0,5,1.5,0.3,2,1
0,0.5780233892024657,1000,0.65,0.1,5,1.5,0.3,2,1
0,0.6079104693871175,1000,0.8,0.1,5,1.5,0.3,2,1
0,0.634094255494263,1000,0.95,0.1,5,1.5,0.3,2,1
0,0.6063282027529119,1000,0.65,0.0,10,1.5,0.3,2,1
0,0.6353755692597839,1000,0.8,0.0,10,1.5,0.3,2,1
0,0.6547099320363138,1000,0.95,0.0,10,1.5,0.3,2,1
0,0.6173826803820766,1000,0.65,0.1,10,1.5,0.3,2,1
0,0.6446744262875691,1000,0.8,0.1,10,1.5,0.3,2,1
0,0.6620028657656915,1000,0.95,0.1,10,1.5,0.3,2,1
0,0.6034508216224583,1000,0.65,0.0,25,1.5,0.3,2,1
0,0.6332942139519351,1000,0.8,0.0,25,1.5,0.3,2,1
0,0.6493407081726881,1000,0.95,0.0,25,1.5,0.3,2,1
0,0.644438719220777,1000,0.65,0.1,25,1.5,0.3,2,1
0,0.6763120365600327,1000,0.8,0.1,25,1.5,0.3,2,1
0,0.6976781320640338,1000,0.95,0.1,25,1.5,0.3,2,1
0,0.4856160508974417,1000,0.65,0.0,5,3.0,0.3,2,1
0,0.4998516607749662,1000,0.8,0.0,5,3.0,0.3,2,1
0,0.519287575862043,1000,0.95,0.0,5,3.0,0.3,2,1
0,0.5864216487282409,1000,0.65,0.1,5,3.0,0.3,2,1
0,0.6070313725880081,1000,0.8,0.1,5,3.0,0.3,2,1
0,0.6459420815677709,1000,0.95,0.1,5,3.0,0.3,2,1
0,0.4905635678174374,1000,0.65,0.0,10,3.0,0.3,2,1
0,0.4999850769067878,1000,0.8,0.0,10,3.0,0.3,2,1
0,0.5170252159636767,1000,0.95,0.0,10,3.0,0.3,2,1
0,0.6817681920744726,1000,0.65,0.1,10,3.0,0.3,2,1
0,0.7115353721520661,1000,0.8,0.1,10,3.0,0.3,2,1
0,0.7491215602304159,1000,0.95,0.1,10,3.0,0.3,2,1
0,0.4780488358034019,1000,0.65,0.0,25,3.0,0.3,2,1
0,0.48297315760263837,1000,0.8,0.0,25,3.0,0.3,2,1
0,0.49377928004761024,1000,0.95,0.0,25,3.0,0.3,2,1
0,0.783936577051031,1000,0.65,0.1,25,3.0,0.3,2,1
0,0.8110645403776381,1000,0.8,0.1,25,3.0,0.3,2,1
0,0.8539930020439188,1000,0.95,0.1,25,3.0,0.3,2,1
0,0.6368946317169111,1000,0.65,0.0,5,6.0,0.3,2,1
0,0.6875974106164651,1000,0.8,0.0,5,6.0,0.3,2,1
0,0.8040929193238571,1000,0.95,0.0,5,6.0,0.3,2,1
0,0.7790256246275197,1000,0.65,0.1,5,6.0,0.3,2,1
0,0.8214926763512066,1000,0.8,0.1,5,6.0,0.3,2,1
0,0.8852446162396432,1000,0.95,0.1,5,6.0,0.3,2,1
0,0.6567234264931284,1000,0.65,0.0,10,6.0,0.3,2,1
0,0.7095343394145783,1000,0.8,0.0,10,6.0,0.3,2,1
0,0.8505974444505588,1000,0.95,0.0,10,6.0,0.3,2,1
0,0.9084446810995177,1000,0.65,0.1,10,6.0,0.3,2,1
0,0.9429571523076717,1000,0.8,0.1,10,6.0,0.3,2,1
0,1.017127511766327,1000,0.95,0.1,10,6.0,0.3,2,1
0,0.6726862187269739,1000,0.65,0.0,25,6.0,0.3,2,1
0,0.7266169832048238,1000,0.8,0.0,25,6.0,0.3,2,1
0,0.8750513620569208,1000,0.95,0.0,25,6.0,0.3,2,1
0,1.0084486734491156,1000,0.65,0.1,25,6.0,0.3,2,1
0,1.0388084416017687,1000,0.8,0.1,25,6.0,0.3,2,1
0,1.103000910177637,1000,0.95,0.1,25,6.0,0.3,2,1
0,0.5429072942216334,1000,0.65,0.0,5,1.5,0.35,2,1
0,0.5824549026221457,1000,0.8,0.0,5,1.5,0.35,2,1
0,0.61996781128797,1000,0.95,0.0,5,1.5,0.35,2,1
0,0.546791689615142,1000,0.65,0.1,5,1.5,0.35,2,1
0,0.5897065111472884,1000,0.8,0.1,5,1.5,0.35,2,1
0,0.6252176291499107,1000,0.95,0.1,5,1.5,0.35,2,1
0,0.582936827465882,1000,0.65,0.0,10,1.5,0.35,2,1
0,0.619141925433424,1000,0.8,0.0,10,1.5,0.35,2,1
0,0.6495720215008881,1000,0.95,0.0,10,1.5,0.35,2,1
