time,Vbar,T,aleph,init_sens,n,λ,init_soc_h,t,seed
0,0.9114503360371706,1000,0.95,0.0,25,1.5,0.75,25,1
0,0.8629658950211252,1000,0.65,0.1,25,1.5,0.75,25,1
0,0.9001074578013959,1000,0.8,0.1,25,1.5,0.75,25,1
0,0.9563440028078773,1000,0.95,0.1,25,1.5,0.75,25,1
0,0.8334095509568986,1000,0.65,0.0,5,3.0,0.75,25,1
0,0.9515274523194674,1000,0.8,0.0,5,3.0,0.75,25,1
0,1.0802152840713342,1000,0.95,0.0,5,3.0,0.75,25,1
0,0.8799025895756944,1000,0.65,0.1,5,3.0,0.75,25,1
0,0.9682272515469682,1000,0.8,0.1,5,3.0,0.75,25,1
0,1.0809456222073228,1000,0.95,0.1,5,3.0,0.75,25,1
0,0.8308183290461398,1000,0.65,0.0,10,3.0,0.75,25,1
0,0.9547300834736663,1000,0.8,0.0,10,3.0,0.75,25,1
0,1.0844489919767994,1000,0.95,0.0,10,3.0,0.75,25,1
0,0.8969911542706169,1000,0.65,0.1,10,3.0,0.75,25,1
0,0.9818902764908056,1000,0.8,0.1,10,3.0,0.75,25,1
0,1.0873829522135408,1000,0.95,0.1,10,3.0,0.75,25,1
0,0.835308043570973,1000,0.65,0.0,25,3.0,0.75,25,1
0,0.9576409437504263,1000,0.8,0.0,25,3.0,0.75,25,1
0,1.0906053235334348,1000,0.95,0.0,25,3.0,0.75,25,1
0,0.9353399430829329,1000,0.65,0.1,25,3.0,0.75,25,1
0,1.0018679569385378,1000,0.8,0.1,25,3.0,0.75,25,1
0,1.0906363122224978,1000,0.95,0.1,25,3.0,0.75,25,1
0,1.0148915661388325,1000,0.65,0.0,5,6.0,0.75,25,1
0,1.1630361449907114,1000,0.8,0.0,5,6.0,0.75,25,1
0,1.2773173410322631,1000,0.95,0.0,5,6.0,0.75,25,1
0,1.0353847908874783,1000,0.65,0.1,5,6.0,0.75,25,1
0,1.1647646618425813,1000,0.8,0.1,5,6.0,0.75,25,1
0,1.2731794049683196,1000,0.95,0.1,5,6.0,0.75,25,1
0,1.0122562138754663,1000,0.65,0.0,10,6.0,0.75,25,1
0,1.1645118804754946,1000,0.8,0.0,10,6.0,0.75,25,1
0,1.2820672661625572,1000,0.95,0.0,10,6.0,0.75,25,1
0,1.0495377049545038,1000,0.65,0.1,10,6.0,0.75,25,1
0,1.1782587472327235,1000,0.8,0.1,10,6.0,0.75,25,1
0,1.275210512542559,1000,0.95,0.1,10,6.0,0.75,25,1
0,1.0041099096700918,1000,0.65,0.0,25,6.0,0.75,25,1
0,1.1683340193285123,1000,0.8,0.0,25,6.0,0.75,25,1
0,1.2832418197084425,1000,0.95,0.0,25,6.0,0.75,25,1
0,1.0593601989902328,1000,0.65,0.1,25,6.0,0.75,25,1
0,1.1855562915890092,1000,0.8,0.1,25,6.0,0.75,25,1
0,1.2773922633322299,1000,0.95,0.1,25,6.0,0.75,25,1
0,0.6325269164034379,1000,0.65,0.0,5,1.5,0.8,25,1
0,0.7453508175560432,1000,0.8,0.0,5,1.5,0.8,25,1
0,0.8812201094088732,1000,0.95,0.0,5,1.5,0.8,25,1
0,0.7357014177269241,1000,0.65,0.1,5,1.5,0.8,25,1
0,0.8090661535534324,1000,0.8,0.1,5,1.5,0.8,25,1
0,0.9052945624949728,1000,0.95,0.1,5,1.5,0.8,25,1
0,0.632113891679408,1000,0.65,0.0,10,1.5,0.8,25,1
0,0.7631906698902863,1000,0.8,0.0,10,1.5,0.8,25,1
0,0.9060541638293981,1000,0.95,0.0,10,1.5,0.8,25,1
0,0.7995861045420298,1000,0.65,0.1,10,1.5,0.8,25,1
0,0.8533009216340814,1000,0.8,0.1,10,1.5,0.8,25,1
0,0.9345890622494295,1000,0.95,0.1,10,1.5,0.8,25,1
0,0.6356108689960323,1000,0.65,0.0,25,1.5,0.8,25,1
0,0.7612031844876495,1000,0.8,0.0,25,1.5,0.8,25,1
0,0.916936588715446,1000,0.95,0.0,25,1.5,0.8,25,1
0,0.8658699765215547,1000,0.65,0.1,25,1.5,0.8,25,1
0,0.9032290658903309,1000,0.8,0.1,25,1.5,0.8,25,1
0,0.9594551124261929,1000,0.95,0.1,25,1.5,0.8,25,1
0,0.8337480468378892,1000,0.65,0.0,5,3.0,0.8,25,1
0,0.9529351637490715,1000,0.8,0.0,5,3.0,0.8,25,1
0,1.081530755709341,1000,0.95,0.0,5,3.0,0.8,25,1
0,0.8711141475591315,1000,0.65,0.1,5,3.0,0.8,25,1
0,0.9700057796607247,1000,0.8,0.1,5,3.0,0.8,25,1
0,1.0822419925068598,1000,0.95,0.1,5,3.0,0.8,25,1
0,0.8329679215151449,1000,0.65,0.0,10,3.0,0.8,25,1
0,0.9556590603150407,1000,0.8,0.0,10,3.0,0.8,25,1
0,1.0881420431131132,1000,0.95,0.0,10,3.0,0.8,25,1
0,0.8963608917545374,1000,0.65,0.1,10,3.0,0.8,25,1
0,0.9840739984953326,1000,0.8,0.1,10,3.0,0.8,25,1
0,1.0860045557347173,1000,0.95,0.1,10,3.0,0.8,25,1
0,0.8378949436281938,1000,0.65,0.0,25,3.0,0.8,25,1
0,0.9616194946970994,1000,0.8,0.0,25,3.0,0.8,25,1
0,1.0919638490875194,1000,0.95,0.0,25,3.0,0.8,25,1
0,0.9357686541435845,1000,0.65,0.1,25,3.0,0.8,25,1
0,1.0023919868192932,1000,0.8,0.1,25,3.0,0.8,25,1
0,1.0933656082389374,1000,0.95,0.1,25,3.0,0.8,25,1
0,1.0149472507406292,1000,0.65,0.0,5,6.0,0.8,25,1
0,1.1621486750384744,1000,0.8,0.0,5,6.0,0.8,25,1
0,1.2776393349593196,1000,0.95,0.0,5,6.0,0.8,25,1
0,1.0382171291420341,1000,0.65,0.1,5,6.0,0.8,25,1
0,1.1730733927050299,1000,0.8,0.1,5,6.0,0.8,25,1
0,1.2748565294935583,1000,0.95,0.1,5,6.0,0.8,25,1
0,1.0109413331302182,1000,0.65,0.0,10,6.0,0.8,25,1
0,1.1655194396238817,1000,0.8,0.0,10,6.0,0.8,25,1
0,1.2818985727552201,1000,0.95,0.0,10,6.0,0.8,25,1
0,1.056402793486431,1000,0.65,0.1,10,6.0,0.8,25,1
0,1.173386061265974,1000,0.8,0.1,10,6.0,0.8,25,1
0,1.278118297612986,1000,0.95,0.1,10,6.0,0.8,25,1
0,1.0056804387065459,1000,0.65,0.0,25,6.0,0.8,25,1
0,1.169569707619795,1000,0.8,0.0,25,6.0,0.8,25,1
0,1.2854504905529756,1000,0.95,0.0,25,6.0,0.8,25,1
0,1.0565677533579119,1000,0.65,0.1,25,6.0,0.8,25,1
0,1.1858813305636575,1000,0.8,0.1,25,6.0,0.8,25,1
0,1.28138689635073,1000,0.95,0.1,25,6.0,0.8,25,1
0,0.633983247364119,1000,0.65,0.0,5,1.5,0.85,25,1
0,0.7468086096831225,1000,0.8,0.0,5,1.5,0.85,25,1
0,0.881838496216781,1000,0.95,0.0,5,1.5,0.85,25,1
0,0.7372914300008482,1000,0.65,0.1,5,1.5,0.85,25,1
0,0.8111882217707399,1000,0.8,0.1,5,1.5,0.85,25,1
0,0.9049578602859595,1000,0.95,0.1,5,1.5,0.85,25,1
0,0.6321641761161177,1000,0.65,0.0,10,1.5,0.85,25,1
0,0.7631233465853193,1000,0.8,0.0,10,1.5,0.85,25,1
0,0.9096007352810209,1000,0.95,0.0,10,1.5,0.85,25,1
0,0.7990869476761845,1000,0.65,0.1,10,1.5,0.85,25,1
0,0.8575868573313807,1000,0.8,0.1,10,1.5,0.85,25,1
0,0.9380793473105429,1000,0.95,0.1,10,1.5,0.85,25,1
0,0.6352891815208175,1000,0.65,0.0,25,1.5,0.85,25,1
0,0.7671169129542492,1000,0.8,0.0,25,1.5,0.85,25,1
0,0.9241206821156785,1000,0.95,0.0,25,1.5,0.85,25,1
0,0.8711608156837531,1000,0.65,0.1,25,1.5,0.85,25,1
0,0.9061397122144894,1000,0.8,0.1,25,1.5,0.85,25,1
0,0.9582472297237382,1000,0.95,0.1,25,1.5,0.85,25,1
0,0.835704254026332,1000,0.65,0.0,5,3.0,0.85,25,1
0,0.9523006169783389,1000,0.8,0.0,5,3.0,0.85,25,1
0,1.0813386436060424,1000,0.95,0.0,5,3.0,0.85,25,1
0,0.8749838766533625,1000,0.65,0.1,5,3.0,0.85,25,1
0,0.9718312211138737,1000,0.8,0.1,5,3.0,0.85,25,1
0,1.0834949490058614,1000,0.95,0.1,5,3.0,0.85,25,1
0,0.8325662624201595,1000,0.65,0.0,10,3.0,0.85,25,1
0,0.9569712395024438,1000,0.8,0.0,10,3.0,0.85,25,1
0,1.0893452388938232,1000,0.95,0.0,10,3.0,0.85,25,1
0,0.9031910470444118,1000,0.65,0.1,10,3.0,0.85,25,1
0,0.9853774447239174,1000,0.8,0.1,10,3.0,0.85,25,1
0,1.0906870319094115,1000,0.95,0.1,10,3.0,0.85,25,1
0,0.8389385261409877,1000,0.65,0.0,25,3.0,0.85,25,1
0,0.9647223730600614,1000,0.8,0.0,25,3.0,0.85,25,1
0,1.0928501256060652,1000,0.95,0.0,25,3.0,0.85,25,1
0,0.9411045371668244,1000,0.65,0.1,25,3.0,0.85,25,1
0,1.0085868785210832,1000,0.8,0.1,25,3.0,0.85,25,1
0,1.0968433553430426,1000,0.95,0.1,25,3.0,0.85,25,1
0,1.0153536103786795,1000,0.65,0.0,5,6.0,0.85,25,1
0,1.1643265726955367,1000,0.8,0.0,5,6.0,0.85,25,1
0,1.278080311001196,1000,0.95,0.0,5,6.0,0.85,25,1
0,1.0340734920932582,1000,0.65,0.1,5,6.0,0.85,25,1
0,1.170669607528845,1000,0.8,0.1,5,6.0,0.85,25,1
0,1.2735376230401767,1000,0.95,0.1,5,6.0,0.85,25,1
0,1.0120650556206965,1000,0.65,0.0,10,6.0,0.85,25,1
0,1.1656042707915966,1000,0.8,0.0,10,6.0,0.85,25,1
0,1.2823996220387446,1000,0.95,0.0,10,6.0,0.85,25,1
0,1.0476223634160047,1000,0.65,0.1,10,6.0,0.85,25,1
0,1.1805782799183808,1000,0.8,0.1,10,6.0,0.85,25,1
0,1.2824465950389974,1000,0.95,0.1,10,6.0,0.85,25,1
0,1.0058269445679833,1000,0.65,0.0,25,6.0,0.85,25,1
0,1.170727833658151,1000,0.8,0.0,25,6.0,0.85,25,1
0,1.2867191230231305,1000,0.95,0.0,25,6.0,0.85,25,1
0,1.0560903132809307,1000,0.65,0.1,25,6.0,0.85,25,1
0,1.1852988355602212,1000,0.8,0.1,25,6.0,0.85,25,1
0,1.283018115420777,1000,0.95,0.1,25,6.0,0.85,25,1
0,0.6351678671137088,1000,0.65,0.0,5,1.5,0.9,25,1
0,0.7472637063845209,1000,0.8,0.0,5,1.5,0.9,25,1
0,0.8815877699513543,1000,0.95,0.0,5,1.5,0.9,25,1
0,0.7324101976711213,1000,0.65,0.1,5,1.5,0.9,25,1
0,0.803837511400513,1000,0.8,0.1,5,1.5,0.9,25,1
0,0.9007657815654111,1000,0.95,0.1,5,1.5,0.9,25,1
0,0.630649853503104,1000,0.65,0.0,10,1.5,0.9,25,1
0,0.7614085672042274,1000,0.8,0.0,10,1.5,0.9,25,1
0,0.9110475479966396,1000,0.95,0.0,10,1.5,0.9,25,1
0,0.7935654895818367,1000,0.65,0.1,10,1.5,0.9,25,1
0,0.8553456533908915,1000,0.8,0.1,10,1.5,0.9,25,1
0,0.9373334790293661,1000,0.95,0.1,10,1.5,0.9,25,1
0,0.6369754416584275,1000,0.65,0.0,25,1.5,0.9,25,1
0,0.7701591665140997,1000,0.8,0.0,25,1.5,0.9,25,1
0,0.9286103818390913,1000,0.95,0.0,25,1.5,0.9,25,1
0,0.8723064277009273,1000,0.65,0.1,25,1.5,0.9,25,1
0,0.910882430851207,1000,0.8,0.1,25,1.5,0.9,25,1
0,0.9641755364041552,1000,0.95,0.1,25,1.5,0.9,25,1
0,0.8354277807728697,1000,0.65,0.0,5,3.0,0.9,25,1
0,0.9520226363273447,1000,0.8,0.0,5,3.0,0.9,25,1
0,1.079428177112748,1000,0.95,0.0,5,3.0,0.9,25,1
0,0.8716232784319641,1000,0.65,0.1,5,3.0,0.9,25,1
0,0.9683359420220348,1000,0.8,0.1,5,3.0,0.9,25,1
0,1.0837671486571303,1000,0.95,0.1,5,3.0,0.9,25,1
0,0.8320441993166219,1000,0.65,0.0,10,3.0,0.9,25,1
0,0.9572647818465804,1000,0.8,0.0,10,3.0,0.9,25,1
0,1.0899891434018565,1000,0.95,0.0,10,3.0,0.9,25,1
0,0.898501084341954,1000,0.65,0.1,10,3.0,0.9,25,1
0,0.9837716635640548,1000,0.8,0.1,10,3.0,0.9,25,1
0,1.090652303475702,1000,0.95,0.1,10,3.0,0.9,25,1
0,0.8397552197064059,1000,0.65,0.0,25,3.0,0.9,25,1
0,0.9645891678585109,1000,0.8,0.0,25,3.0,0.9,25,1
0,1.093500857988254,1000,0.95,0.0,25,3.0,0.9,25,1
0,0.9349375929801033,1000,0.65,0.1,25,3.0,0.9,25,1
0,1.0074878041320021,1000,0.8,0.1,25,3.0,0.9,25,1
0,1.0979651633135328,1000,0.95,0.1,25,3.0,0.9,25,1
0,1.015932856465771,1000,0.65,0.0,5,6.0,0.9,25,1
0,1.1616297776557707,1000,0.8,0.0,5,6.0,0.9,25,1
0,1.2780933023664725,1000,0.95,0.0,5,6.0,0.9,25,1
0,1.0380757727389383,1000,0.65,0.1,5,6.0,0.9,25,1
0,1.1644194430785235,1000,0.8,0.1,5,6.0,0.9,25,1
0,1.2717739311233236,1000,0.95,0.1,5,6.0,0.9,25,1
0,1.0126890806416897,1000,0.65,0.0,10,6.0,0.9,25,1
0,1.165677050714344,1000,0.8,0.0,10,6.0,0.9,25,1
0,1.2817012011420033,1000,0.95,0.0,10,6.0,0.9,25,1
0,1.0519162764804169,1000,0.65,0.1,10,6.0,0.9,25,1
0,1.1809281312434219,1000,0.8,0.1,10,6.0,0.9,25,1
0,1.2794364244755079,1000,0.95,0.1,10,6.0,0.9,25,1
0,1.0056176702452448,1000,0.65,0.0,25,6.0,0.9,25,1
0,1.1718409942898582,1000,0.8,0.0,25,6.0,0.9,25,1
0,1.2874789146317644,1000,0.95,0.0,25,6.0,0.9,25,1
0,1.0535436502849065,1000,0.65,0.1,25,6.0,0.9,25,1
0,1.1811335514676904,1000,0.8,0.1,25,6.0,0.9,25,1
0,1.2808741545601519,1000,0.95,0.1,25,6.0,0.9,25,1
0,0.6366242641490852,1000,0.65,0.0,5,1.5,0.95,25,1
0,0.7460529060409705,1000,0.8,0.0,5,1.5,0.95,25,1
0,0.880877628418136,1000,0.95,0.0,5,1.5,0.95,25,1
0,0.7293926675488789,1000,0.65,0.1,5,1.5,0.95,25,1
0,0.8026251084431885,1000,0.8,0.1,5,1.5,0.95,25,1
0,0.8992271134237941,1000,0.95,0.1,5,1.5,0.95,25,1
0,0.6324525757231311,1000,0.65,0.0,10,1.5,0.95,25,1
0,0.7636460545834792,1000,0.8,0.0,10,1.5,0.95,25,1
0,0.9106063334232317,1000,0.95,0.0,10,1.5,0.95,25,1
0,0.7936644938920834,1000,0.65,0.1,10,1.5,0.95,25,1
0,0.8525362857275803,1000,0.8,0.1,10,1.5,0.95,25,1
0,0.9345738327743354,1000,0.95,0.1,10,1.5,0.95,25,1
0,0.6359844632368385,1000,0.65,0.0,25,1.5,0.95,25,1
0,0.7724449364249673,1000,0.8,0.0,25,1.5,0.95,25,1
0,0.9304917934536185,1000,0.95,0.0,25,1.5,0.95,25,1
0,0.8700766442952999,1000,0.65,0.1,25,1.5,0.95,25,1
0,0.9047289230268835,1000,0.8,0.1,25,1.5,0.95,25,1
0,0.9633781596680671,1000,0.95,0.1,25,1.5,0.95,25,1
0,0.8365318548327987,1000,0.65,0.0,5,3.0,0.95,25,1
0,0.9494796730796485,1000,0.8,0.0,5,3.0,0.95,25,1
0,1.0788714406790623,1000,0.95,0.0,5,3.0,0.95,25,1
0,0.8649284387301079,1000,0.65,0.1,5,3.0,0.95,25,1
0,0.9686129618979958,1000,0.8,0.1,5,3.0,0.95,25,1
0,1.0839246994005676,1000,0.95,0.1,5,3.0,0.95,25,1
0,0.8312023266521293,1000,0.65,0.0,10,3.0,0.95,25,1
0,0.9584714924462386,1000,0.8,0.0,10,3.0,0.95,25,1
0,1.0914200841980184,1000,0.95,0.0,10,3.0,0.95,25,1
0,0.9013409204157798,1000,0.65,0.1,10,3.0,0.95,25,1
0,0.9851544792884174,1000,0.8,0.1,10,3.0,0.95,25,1
0,1.0872777505131292,1000,0.95,0.1,10,3.0,0.95,25,1
0,0.8403953573258425,1000,0.65,0.0,25,3.0,0.95,25,1
0,0.9647749992874622,1000,0.8,0.0,25,3.0,0.95,25,1
0,1.0950847909979815,1000,0.95,0.0,25,3.0,0.95,25,1
0,0.9391233372289415,1000,0.65,0.1,25,3.0,0.95,25,1
0,1.0122485832343706,1000,0.8,0.1,25,3.0,0.95,25,1
0,1.095418774491358,1000,0.95,0.1,25,3.0,0.95,25,1
0,1.0161279548186122,1000,0.65,0.0,5,6.0,0.95,25,1
0,1.1621816559431375,1000,0.8,0.0,5,6.0,0.95,25,1
0,1.2777268140915545,1000,0.95,0.0,5,6.0,0.95,25,1
0,1.0327105046866893,1000,0.65,0.1,5,6.0,0.95,25,1
0,1.1635182487655726,1000,0.8,0.1,5,6.0,0.95,25,1
0,1.272371424782102,1000,0.95,0.1,5,6.0,0.95,25,1
0,1.0135846038961644,1000,0.65,0.0,10,6.0,0.95,25,1
0,1.1671812747591803,1000,0.8,0.0,10,6.0,0.95,25,1
0,1.2821764942326304,1000,0.95,0.0,10,6.0,0.95,25,1
0,1.0550313095998738,1000,0.65,0.1,10,6.0,0.95,25,1
0,1.1786445206693454,1000,0.8,0.1,10,6.0,0.95,25,1
0,1.28474071803891,1000,0.95,0.1,10,6.0,0.95,25,1
0,1.005144760857537,1000,0.65,0.0,25,6.0,0.95,25,1
0,1.1720504406089027,1000,0.8,0.0,25,6.0,0.95,25,1
0,1.2883931108973252,1000,0.95,0.0,25,6.0,0.95,25,1
0,1.050944642193869,1000,0.65,0.1,25,6.0,0.95,25,1
0,1.1833077853321747,1000,0.8,0.1,25,6.0,0.95,25,1
0,1.2777895892768518,1000,0.95,0.1,25,6.0,0.95,25,1
0,0.6354893223592145,1000,0.65,0.0,5,1.5,1.0,25,1
0,0.744101173096046,1000,0.8,0.0,5,1.5,1.0,25,1
0,0.8756565070774264,1000,0.95,0.0,5,1.5,1.0,25,1
0,0.7231355366931861,1000,0.65,0.1,5,1.5,1.0,25,1
0,0.7983745974674529,1000,0.8,0.1,5,1.5,1.0,25,1
0,0.8945900563326629,1000,0.95,0.1,5,1.5,1.0,25,1
0,0.6346449555280119,1000,0.65,0.0,10,1.5,1.0,25,1
0,0.7630814616302491,1000,0.8,0.0,10,1.5,1.0,25,1
0,0.9043111387311431,1000,0.95,0.0,10,1.5,1.0,25,1
0,0.7872729592320161,1000,0.65,0.1,10,1.5,1.0,25,1
0,0.8461726413948735,1000,0.8,0.1,10,1.5,1.0,25,1
0,0.9319497877143361,1000,0.95,0.1,10,1.5,1.0,25,1
0,0.6387270140324746,1000,0.65,0.0,25,1.5,1.0,25,1
0,0.7716113181194388,1000,0.8,0.0,25,1.5,1.0,25,1
0,0.9295551858938998,1000,0.95,0.0,25,1.5,1.0,25,1
0,0.8697320477686167,1000,0.65,0.1,25,1.5,1.0,25,1
0,0.905226152731914,1000,0.8,0.1,25,1.5,1.0,25,1
0,0.9604607515101928,1000,0.95,0.1,25,1.5,1.0,25,1
0,0.8365464878417752,1000,0.65,0.0,5,3.0,1.0,25,1
0,0.9495328000491231,1000,0.8,0.0,5,3.0,1.0,25,1
0,1.076171242595097,1000,0.95,0.0,5,3.0,1.0,25,1
0,0.8741000728629059,1000,0.65,0.1,5,3.0,1.0,25,1
0,0.9618224069347971,1000,0.8,0.1,5,3.0,1.0,25,1
0,1.0796997897771978,1000,0.95,0.1,5,3.0,1.0,25,1
0,0.8308213107018969,1000,0.65,0.0,10,3.0,1.0,25,1
0,0.9572775177071612,1000,0.8,0.0,10,3.0,1.0,25,1
0,1.0898935358560018,1000,0.95,0.0,10,3.0,1.0,25,1
0,0.8957122179789865,1000,0.65,0.1,10,3.0,1.0,25,1
0,0.9827520652825301,1000,0.8,0.1,10,3.0,1.0,25,1
0,1.0906445832562734,1000,0.95,0.1,10,3.0,1.0,25,1
0,0.8424346618220399,1000,0.65,0.0,25,3.0,1.0,25,1
0,0.9648939114592384,1000,0.8,0.0,25,3.0,1.0,25,1
0,1.0949339147846895,1000,0.95,0.0,25,3.0,1.0,25,1
0,0.9421085924892129,1000,0.65,0.1,25,3.0,1.0,25,1
0,1.0080880363753097,1000,0.8,0.1,25,3.0,1.0,25,1
0,1.096171151353673,1000,0.95,0.1,25,3.0,1.0,25,1
0,1.0159073231551,1000,0.65,0.0,5,6.0,1.0,25,1
0,1.1598075511804324,1000,0.8,0.0,5,6.0,1.0,25,1
0,1.2779953008521603,1000,0.95,0.0,5,6.0,1.0,25,1
0,1.0403744100703127,1000,0.65,0.1,5,6.0,1.0,25,1
0,1.1604186877570124,1000,0.8,0.1,5,6.0,1.0,25,1
0,1.2776279658039358,1000,0.95,0.1,5,6.0,1.0,25,1
0,1.0143643699042284,1000,0.65,0.0,10,6.0,1.0,25,1
0,1.166745775543541,1000,0.8,0.0,10,6.0,1.0,25,1
0,1.2802924527435893,1000,0.95,0.0,10,6.0,1.0,25,1
0,1.0469616799274544,1000,0.65,0.1,10,6.0,1.0,25,1
0,1.1752799799421692,1000,0.8,0.1,10,6.0,1.0,25,1
0,1.2816260344407537,1000,0.95,0.1,10,6.0,1.0,25,1
0,1.0047462867054444,1000,0.65,0.0,25,6.0,1.0,25,1
0,1.170673170837326,1000,0.8,0.0,25,6.0,1.0,25,1
0,1.2874203830114492,1000,0.95,0.0,25,6.0,1.0,25,1
0,1.0554580043134247,1000,0.65,0.1,25,6.0,1.0,25,1
0,1.184447254478727,1000,0.8,0.1,25,6.0,1.0,25,1
0,1.2779569602580718,1000,0.95,0.1,25,6.0,1.0,25,1
0,0.6427737706233505,1000,0.65,0.0,5,1.5,0.0,2,2
0,0.6431332180928612,1000,0.8,0.0,5,1.5,0.0,2,2
0,0.6440245164065527,1000,0.95,0.0,5,1.5,0.0,2,2
0,0.6427737706233505,1000,0.65,0.1,5,1.5,0.0,2,2
0,0.6431332180928612,1000,0.8,0.1,5,1.5,0.0,2,2
0,0.6440245164065527,1000,0.95,0.1,5,1.5,0.0,2,2
0,0.6433744002174543,1000,0.65,0.0,10,1.5,0.0,2,2
0,0.6437341835668619,1000,0.8,0.0,10,1.5,0.0,2,2
0,0.6446263147399026,1000,0.95,0.0,10,1.5,0.0,2,2
0,0.6433744002174543,1000,0.65,0.1,10,1.5,0.0,2,2
0,0.6437341835668619,1000,0.8,0.1,10,1.5,0.0,2,2
0,0.6446263147399026,1000,0.95,0.1,10,1.5,0.0,2,2
0,0.6402711473145846,1000,0.65,0.0,25,1.5,0.0,2,2
0,0.6406291952845252,1000,0.8,0.0,25,1.5,0.0,2,2
0,0.6415170233509284,1000,0.95,0.0,25,1.5,0.0,2,2
0,0.6402711473145846,1000,0.65,0.1,25,1.5,0.0,2,2
0,0.6406291952845252,1000,0.8,0.1,25,1.5,0.0,2,2
0,0.6415170233509284,1000,0.95,0.1,25,1.5,0.0,2,2
0,0.43405498667230125,1000,0.65,0.0,5,3.0,0.0,2,2
0,0.43429771587768934,1000,0.8,0.0,5,3.0,0.0,2,2
0,0.43489959556748364,1000,0.95,0.0,5,3.0,0.0,2,2
0,0.43405498667230125,1000,0.65,0.1,5,3.0,0.0,2,2
0,0.43429771587768934,1000,0.8,0.1,5,3.0,0.0,2,2
0,0.43489959556748364,1000,0.95,0.1,5,3.0,0.0,2,2
0,0.4363574001163655,1000,0.65,0.0,10,3.0,0.0,2,2
0,0.43660141686135767,1000,0.8,0.0,10,3.0,0.0,2,2
0,0.43720648917865795,1000,0.95,0.0,10,3.0,0.0,2,2
0,0.4363574001163655,1000,0.65,0.1,10,3.0,0.0,2,2
0,0.43660141686135767,1000,0.8,0.1,10,3.0,0.0,2,2
0,0.43720648917865795,1000,0.95,0.1,10,3.0,0.0,2,2
0,0.4365576099810669,1000,0.65,0.0,25,3.0,0.0,2,2
0,0.4368017386860247,1000,0.8,0.0,25,3.0,0.0,2,2
0,0.4374070886231081,1000,0.95,0.0,25,3.0,0.0,2,2
0,0.4365576099810669,1000,0.65,0.1,25,3.0,0.0,2,2
0,0.4368017386860247,1000,0.8,0.1,25,3.0,0.0,2,2
0,0.4374070886231081,1000,0.95,0.1,25,3.0,0.0,2,2
0,0.2625752375556841,1000,0.65,0.0,5,6.0,0.0,2,2
0,0.2627220730505487,1000,0.8,0.0,5,6.0,0.0,2,2
0,0.26308617139610463,1000,0.95,0.0,5,6.0,0.0,2,2
0,0.2625752375556841,1000,0.65,0.1,5,6.0,0.0,2,2
0,0.2627220730505487,1000,0.8,0.1,5,6.0,0.0,2,2
0,0.26308617139610463,1000,0.95,0.1,5,6.0,0.0,2,2
0,0.2630757622174373,1000,0.65,0.0,10,6.0,0.0,2,2
0,0.2632228776122158,1000,0.8,0.0,10,6.0,0.0,2,2
0,0.26358767000722955,1000,0.95,0.0,10,6.0,0.0,2,2
0,0.2630757622174373,1000,0.65,0.1,10,6.0,0.0,2,2
0,0.2632228776122158,1000,0.8,0.1,10,6.0,0.0,2,2
0,0.26358767000722955,1000,0.95,0.1,10,6.0,0.0,2,2
0,0.2728860455877983,1000,0.65,0.0,25,6.0,0.0,2,2
0,0.27303864702089065,1000,0.8,0.0,25,6.0,0.0,2,2
0,0.2734170427852768,1000,0.95,0.0,25,6.0,0.0,2,2
0,0.2728860455877983,1000,0.65,0.1,25,6.0,0.0,2,2
0,0.27303864702089065,1000,0.8,0.1,25,6.0,0.0,2,2
0,0.2734170427852768,1000,0.95,0.1,25,6.0,0.0,2,2
0,0.644927033459679,1000,0.65,0.0,5,1.5,0.05,2,2
0,0.64528768506183,1000,0.8,0.0,5,1.5,0.05,2,2
0,0.6461819691842496,1000,0.95,0.0,5,1.5,0.05,2,2
0,0.6453393981471884,1000,0.65,0.1,5,1.5,0.05,2,2
0,0.6458991229117447,1000,0.8,0.1,5,1.5,0.05,2,2
0,0.6467967868402239,1000,0.95,0.1,5,1.5,0.05,2,2
0,0.6455402359996791,1000,0.65,0.0,10,1.5,0.05,2,2
0,0.645901230512682,1000,0.8,0.0,10,1.5,0.05,2,2
0,0.6467963649286492,1000,0.95,0.0,10,1.5,0.05,2,2
0,0.6470664442756737,1000,0.65,0.1,10,1.5,0.05,2,2
0,0.6475308568626873,1000,0.8,0.1,10,1.5,0.05,2,2
0,0.648627336520424,1000,0.95,0.1,10,1.5,0.05,2,2
0,0.6424626200943699,1000,0.65,0.0,25,1.5,0.05,2,2
0,0.6428218935644493,1000,0.8,0.0,25,1.5,0.05,2,2
0,0.6437127604231642,1000,0.95,0.0,25,1.5,0.05,2,2
0,0.6512145124584661,1000,0.65,0.1,25,1.5,0.05,2,2
0,0.6508752268592135,1000,0.8,0.1,25,1.5,0.05,2,2
0,0.6565768582163897,1000,0.95,0.1,25,1.5,0.05,2,2
0,0.44005378029614384,1000,0.65,0.0,5,3.0,0.05,2,2
0,0.44029986410510585,1000,0.8,0.0,5,3.0,0.05,2,2
0,0.44091006198535054,1000,0.95,0.0,5,3.0,0.05,2,2
0,0.5132581196749767,1000,0.65,0.1,5,3.0,0.05,2,2
0,0.5207902353121975,1000,0.8,0.1,5,3.0,0.05,2,2
0,0.5317670832275421,1000,0.95,0.1,5,3.0,0.05,2,2
0,0.4423478867963416,1000,0.65,0.0,10,3.0,0.05,2,2
