time,Vbar,soc_h_median,soc_h_lerror,soc_h_herror,soc_v_median,soc_v_lerror,soc_v_herror,sens_median,sens_lerror,sens_herror,freq_ub,freq_pb,s_mean,s_median,s_lerror,s_herror,s_ltail,s_htail,s_end_mean,s_end_median,s_end_lerror,s_end_herror,s_young_mean,s_young_median,s_young_lerror,s_young_herror,s_child_mean,s_child_median,s_child_lerror,s_child_herror,sbar,mean_increment,concentration,concentration_lerror,concentration_herror,aleph,μ,strategies,seed
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,UB&PB,45069
2500,1.0447811705619139,0.12855905930420372,0.06497611268294486,0.2120238264882419,0.06315604117413605,0.027483304703277988,0.11180268884091428,0.6951500478071729,0.6124195691563723,0.7770632839982153,0.8094008528784636,0.19059914712153503,0.5037932896692789,0.5447816131910482,0.41838750027062194,0.6204039233084265,0.17289901138905964,0.6967493041157267,0.5803968256117518,0.6156630940201537,0.5292298989417552,0.672231883057665,0.6028413879547183,0.6061708527302405,0.5724034724213002,0.6371791118268415,0.6044942450913352,0.6115455356449099,0.5668748626236343,0.646134904718926,0.5079757723550586,0.858309947529636,606.5495079471129,550.3640127300156,675.9513747133271,0.3,0.0,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,UB&PB,45069
2500,1.0612311787842417,0.11450232888034852,0.057187383453488345,0.18956506412399463,0.06019816084703851,0.026376770151772293,0.10587908872638717,0.777422328150764,0.6946080584849811,0.8548673652967756,0.8123269367448465,0.18767306325515312,0.5142738925436596,0.5566779546720627,0.4306815492010811,0.6295970159802227,0.183018782853874,0.7035942280707755,0.5907730003048314,0.6255067567394293,0.5445035668615591,0.6789692869791165,0.6069533417292546,0.6103635374048078,0.5753892994885695,0.6424177033858945,0.6044619737197066,0.613340693583518,0.5619339356137744,0.6502021665899308,0.542053819562373,0.8665075516666839,595.9036301323716,547.6907540375099,656.2859343421911,0.35,0.0,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,UB&PB,45069
2500,1.0763098053172524,0.13403020148332095,0.06784958724383501,0.21720104691216133,0.07188461342717747,0.032089748840287695,0.12483203153551511,0.7026904523512295,0.614351523453595,0.7828793734225068,0.8387341862117995,0.1612658137882018,0.5230547309776351,0.5637893554284622,0.44665960286436107,0.6317976113762854,0.2048222471829636,0.7017644495277221,0.5947902904711815,0.6263520582211863,0.5506947474313616,0.6782910432288669,0.6063289912560803,0.6093636923515855,0.5782426139636473,0.6378896526705335,0.6047768270986319,0.6114449679679648,0.568642947844214,0.6451183502416543,0.5039134951969542,0.8301731652578176,613.8731594897579,556.9895589200662,686.4555164142764,0.4,0.0,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,UB&PB,45069
2500,1.0930103834044105,0.1609462720395886,0.08835052209690107,0.25169635220153225,0.07390116213623456,0.033286978613083364,0.1361442818520582,0.683745143486951,0.5580206762582611,0.8014615531552997,0.8322025586353952,0.16779744136460586,0.5257227617099385,0.5670930658721717,0.4542127680934092,0.6338517868952794,0.20063552876621452,0.7005574592672058,0.5938223630635044,0.6254721041956539,0.550824620297874,0.6773899697067848,0.6040137738763344,0.6071975113204117,0.5777987579841741,0.6337393113945078,0.604370014827813,0.6092497494656718,0.5741826417635969,0.6387942919976788,0.500888711830826,0.8360071420082089,634.5115290443401,568.8060256590101,727.1389203369102,0.45,0.0,UB&PB,45069
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,UB&PB,45069
2500,1.1099924312233278,0.18673015813110147,0.09310659569284833,0.3029383337621946,0.07391050920378736,0.0329858382642111,0.13200872999756733,0.5542410755210239,0.4586615779402616,0.643714376689402,0.8331712864250179,0.16682871357498238,0.5510621418120932,0.5837903326650943,0.4938187345383612,0.64181697031245,0.28432616061013544,0.7011273443888979,0.6093341621752635,0.6341208966721479,0.5708073101250094,0.6804446754454209,0.6098556011755749,0.6117966720146736,0.587547787156561,0.6347549626145377,0.6042931092713897,0.6079176864809934,0.5789414952606754,0.6339663308082517,0.5452682049595691,0.898596116585802,653.3819205210224,577.3723504454749,771.0151146930829,0.5,0.0,UB&PB,45069
