time,opt_s,opt_payoff,s_median,s_lerror,s_herror,Vbar,T,aleph,init_sens,n,λ,t,seed
0,0.0,0.0,0.2,0.2,0.336,0.5583190716701611,1000,0.65,0.21,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.34787200000000024,0.592018706047268,1000,0.8,0.21,5,1.5,2,1
0,0.0,0.0,0.2129797051840741,0.2129797051840741,0.32371008902688286,0.6467204174655491,1000,0.95,0.21,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.33504680959999994,0.5612818277920192,1000,0.65,0.215,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.3406272000000001,0.5957642903024746,1000,0.8,0.215,5,1.5,2,1
0,0.0,0.0,0.20912823508070205,0.20912823508070205,0.3329985226216677,0.6489724068092667,1000,0.95,0.215,5,1.5,2,1
0,0.0,0.0,0.19607499894176816,0.19607499894176816,0.3338336398720485,0.5595628142793193,1000,0.65,0.22,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.34009214780988534,0.5996651505534067,1000,0.8,0.22,5,1.5,2,1
0,0.0,0.0,0.20930124166431022,0.20930124166431022,0.3257455679356899,0.6519255759084497,1000,0.95,0.22,5,1.5,2,1
0,0.0,0.0,0.19013776967769508,0.19013776967769508,0.34320111668474745,0.5709158572910207,1000,0.65,0.225,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.3408975360000002,0.5998953430582564,1000,0.8,0.225,5,1.5,2,1
0,0.0,0.0,0.2066323489665991,0.2066323489665991,0.3307060190334016,0.6502610801487927,1000,0.95,0.225,5,1.5,2,1
0,0.0,0.0,0.1856,0.1856,0.34878156800000015,0.5721278176084788,1000,0.65,0.23,5,1.5,2,1
0,0.0,0.0,0.1920692601220586,0.1920692601220586,0.3439307398779413,0.6038876885763697,1000,0.8,0.23,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.33923200000000014,0.6545386720159884,1000,0.95,0.23,5,1.5,2,1
0,0.0,0.0,0.18315614125995278,0.18315614125995278,0.3496438587400473,0.5767082091310237,1000,0.65,0.235,5,1.5,2,1
0,0.0,0.0,0.19409765044257093,0.19409765044257093,0.33646114985343906,0.6057968483155834,1000,0.8,0.235,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.3346213888000001,0.6600477452745427,1000,0.95,0.235,5,1.5,2,1
0,0.0,0.0,0.18109275488908563,0.18109275488908563,0.3414854111528217,0.5776746219654227,1000,0.65,0.24,5,1.5,2,1
0,0.0,0.0,0.18934858807116905,0.18934858807116905,0.34359093192883106,0.6118320307394615,1000,0.8,0.24,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.33603200000000016,0.6636794496601685,1000,0.95,0.24,5,1.5,2,1
0,0.0,0.0,0.17051697213737443,0.17051697213737443,0.36234012697174095,0.5840031962325943,1000,0.65,0.245,5,1.5,2,1
0,0.0,0.0,0.18388864,0.18388864,0.3416140800000001,0.6194425231955839,1000,0.8,0.245,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.33382082640390814,0.6657894674959022,1000,0.95,0.245,5,1.5,2,1
0,0.0,0.0,0.17078318015301092,0.17078318015301092,0.3556351636775427,0.5874071140434233,1000,0.65,0.25,5,1.5,2,1
0,0.0,0.0,0.1832776342740278,0.1832776342740278,0.34472236572597226,0.6190748978488952,1000,0.8,0.25,5,1.5,2,1
0,0.0,0.0,0.2,0.2,0.32714667384177637,0.6732783462447974,1000,0.95,0.25,5,1.5,2,1
0,0.0,0.0,0.1680173922160847,0.1680173922160847,0.35971617322391536,0.5889109792287849,1000,0.65,0.255,5,1.5,2,1
0,0.0,0.0,0.17959310002482454,0.17959310002482454,0.3484068999751755,0.6233198295457799,1000,0.8,0.255,5,1.5,2,1
0,0.0,0.0,0.19527191969591612,0.19527191969591612,0.3363680288090946,0.6677185124158772,1000,0.95,0.255,5,1.5,2,1
0,0.0,0.0,0.16354938459413998,0.16354938459413998,0.35965624740586005,0.593787738538368,1000,0.65,0.26,5,1.5,2,1
0,0.0,0.0,0.176,0.176,0.3506985942278045,0.6220501697672897,1000,0.8,0.26,5,1.5,2,1
0,0.0,0.0,0.19900532777541097,0.19900532777541097,0.3310570099950743,0.6710243742079679,1000,0.95,0.26,5,1.5,2,1
0,0.0,0.0,0.16,0.16,0.3677808748056053,0.5915752663039056,1000,0.65,0.265,5,1.5,2,1
0,0.0,0.0,0.1707366266860998,0.1707366266860998,0.3559727237139003,0.6272547337056625,1000,0.8,0.265,5,1.5,2,1
0,0.0,0.0,0.18906117462807773,0.18906117462807773,0.3364185053719224,0.6725175265136623,1000,0.95,0.265,5,1.5,2,1
0,0.0,0.0,0.15875981743978068,0.15875981743978068,0.36124018256021934,0.5984543173460913,1000,0.65,0.27,5,1.5,2,1
0,0.0,0.0,0.166753886057178,0.166753886057178,0.35956665506331,0.6285684684061922,1000,0.8,0.27,5,1.5,2,1
0,0.0,0.0,0.18706159225087451,0.18706159225087451,0.34093840774912554,0.6715371404275515,1000,0.95,0.27,5,1.5,2,1
0,0.0,0.0,0.1529867576307785,0.1529867576307785,0.3670132423692215,0.5971694006814733,1000,0.65,0.275,5,1.5,2,1
0,0.0,0.0,0.16162007970754438,0.16162007970754438,0.36483084115838565,0.6310389090567189,1000,0.8,0.275,5,1.5,2,1
0,0.0,0.0,0.1856399668044602,0.1856399668044602,0.33878883319554015,0.6786244244053042,1000,0.95,0.275,5,1.5,2,1
0,0.0,0.0,0.1460293991722056,0.1460293991722056,0.37397060082779443,0.6054362616969494,1000,0.65,0.28,5,1.5,2,1
0,0.0,0.0,0.1590019997536427,0.1590019997536427,0.36615256024635745,0.6353590034382207,1000,0.8,0.28,5,1.5,2,1
0,0.0,0.0,0.18269632592308366,0.18269632592308366,0.33730367407691636,0.677911368970073,1000,0.95,0.28,5,1.5,2,1
0,0.0,0.0,0.14582347974692558,0.14582347974692558,0.37417652025307446,0.6046768906815992,1000,0.65,0.285,5,1.5,2,1
0,0.0,0.0,0.152,0.152,0.36996649110644764,0.6376342723070237,1000,0.8,0.285,5,1.5,2,1
0,0.0,0.0,0.17803296211518904,0.17803296211518904,0.34718069286209474,0.6835325751686782,1000,0.95,0.285,5,1.5,2,1
0,0.0,0.0,0.1392714182029179,0.1392714182029179,0.37812510593500914,0.6035598797594321,1000,0.65,0.29,5,1.5,2,1
0,0.0,0.0,0.14896907107678792,0.14896907107678792,0.3764433806976908,0.6374874653623426,1000,0.8,0.29,5,1.5,2,1
0,0.0,0.0,0.16991058281052085,0.16991058281052085,0.35008941718947917,0.6810375181545192,1000,0.95,0.29,5,1.5,2,1
0,0.0,0.0,0.13438804922044595,0.13438804922044595,0.38561195077955407,0.6097912426992328,1000,0.65,0.295,5,1.5,2,1
0,0.0,0.0,0.14520127589840315,0.14520127589840315,0.37479872410159687,0.641515347693888,1000,0.8,0.295,5,1.5,2,1
0,0.0,0.0,0.1718706914060242,0.1718706914060242,0.34812930859397584,0.6835294648933592,1000,0.95,0.295,5,1.5,2,1
0,0.0,0.0,0.1263909244219658,0.1263909244219658,0.39254888390348835,0.6126526027204963,1000,0.65,0.3,5,1.5,2,1
0,0.0,0.0,0.14153624842768567,0.14153624842768567,0.37918183157231433,0.6416201591437612,1000,0.8,0.3,5,1.5,2,1
0,0.0,0.0,0.171399586189613,0.171399586189613,0.35608825205001926,0.6860497747928572,1000,0.95,0.3,5,1.5,2,1
0,0.0,0.0,0.36236405965787644,0.08236405965787641,0.08473554612042405,0.1791398024128375,1000,0.65,0.0,25,1.5,2,1
0,0.0,0.0,0.36236405965787644,0.08236405965787641,0.08473554612042405,0.23967655876102636,1000,0.8,0.0,25,1.5,2,1
0,0.0,0.0,0.36236405965787644,0.08236405965787641,0.08473554612042405,0.36267780162269486,1000,0.95,0.0,25,1.5,2,1
0,0.0,0.0,0.35895994967540734,0.0794365377431126,0.08698683409127123,0.1907895747533683,1000,0.65,0.005,25,1.5,2,1
0,0.0,0.0,0.35906134545897195,0.07950062470288133,0.0867095297636804,0.24975061580186622,1000,0.8,0.005,25,1.5,2,1
0,0.0,0.0,0.3590692877583683,0.0790692877583683,0.08676203235741248,0.36994709147036353,1000,0.95,0.005,25,1.5,2,1
0,0.0,0.0,0.34895760115294105,0.07846583008204372,0.0945218162539892,0.211323838125748,1000,0.65,0.01,25,1.5,2,1
0,0.0,0.0,0.34887915277945253,0.07720819892222652,0.09439164288628016,0.28423729482901183,1000,0.8,0.01,25,1.5,2,1
0,0.0,0.0,0.34921088912806675,0.0756639891927598,0.09413239973876592,0.39946668463223617,1000,0.95,0.01,25,1.5,2,1
0,0.0,0.0,0.3354460533961962,0.08399396941948273,0.1045539466038038,0.25641088713399446,1000,0.65,0.015,25,1.5,2,1
0,0.0,0.0,0.3355430563338181,0.08165159549731604,0.10441195455898639,0.32007723545284533,1000,0.8,0.015,25,1.5,2,1
0,0.0,0.0,0.3365384365435508,0.07497831290290125,0.10346156345644919,0.43982488173085765,1000,0.95,0.015,25,1.5,2,1
0,0.0,0.0,0.3204122113254678,0.09460132641922872,0.11626382291025122,0.2970555240372637,1000,0.65,0.02,25,1.5,2,1
0,0.0,0.0,0.32100044869446254,0.08882829696513847,0.11499869148585695,0.3638657545693223,1000,0.8,0.02,25,1.5,2,1
0,0.0,0.0,0.3227125935265547,0.07854406022668345,0.113299008054352,0.4853791964895703,1000,0.95,0.02,25,1.5,2,1
0,0.0,0.0,0.30571144683381846,0.10571144683381845,0.12701053090085407,0.33884026717797583,1000,0.65,0.025,25,1.5,2,1
0,0.0,0.0,0.3062348819299947,0.0963513981661738,0.12478604467186866,0.404280445190215,1000,0.8,0.025,25,1.5,2,1
0,0.0,0.0,0.3089108045494643,0.08476476897592208,0.12249466454280444,0.5187720207472903,1000,0.95,0.025,25,1.5,2,1
0,0.0,0.0,0.28837667288176544,0.11613747592564971,0.13955614590497484,0.37939891991862423,1000,0.65,0.03,25,1.5,2,1
0,0.0,0.0,0.28994557671211235,0.10062775799703896,0.13785584443154997,0.45855631071417297,1000,0.8,0.03,25,1.5,2,1
0,0.0,0.0,0.2947526866720999,0.0877297121200307,0.13159997314312832,0.5607964783970311,1000,0.95,0.03,25,1.5,2,1
0,0.0,0.0,0.2712397291583155,0.12160912396304427,0.15429412775978807,0.42885834231186704,1000,0.65,0.035,25,1.5,2,1
0,0.0,0.0,0.27182310697821166,0.11117346912468765,0.15085370484634403,0.4932269034647186,1000,0.8,0.035,25,1.5,2,1
0,0.0,0.0,0.2820370041698291,0.09362155414827353,0.14132835138136268,0.5848629457093536,1000,0.95,0.035,25,1.5,2,1
0,0.0,0.0,0.252174749864914,0.12925181523196222,0.16744202784960127,0.46707458653047884,1000,0.65,0.04,25,1.5,2,1
0,0.0,0.0,0.25759705686226897,0.11619192500294576,0.16069609523635348,0.5231892203285478,1000,0.8,0.04,25,1.5,2,1
0,0.0,0.0,0.2663566262211391,0.0990822469898957,0.15356442707976364,0.6154546282928405,1000,0.95,0.04,25,1.5,2,1
